,version : 3.11.3
3761,"""        },"""
3762,{
3763,"""            """"hr_value"""" = 122;"""
3764,offset = 5;
3765,"""        },"""
3766,{
3767,"""            """"hr_value"""" = 119;"""
3768,offset = 6;
3769,"""        },"""
3770,{
3771,"""            """"hr_value"""" = 119;"""
3772,offset = 5;
3773,"""        },"""
3774,{
3775,"""            """"hr_value"""" = 122;"""
3776,offset = 5;
3777,"""        },"""
3778,{
3779,"""            """"hr_value"""" = 108;"""
3780,offset = 6;
3781,"""        },"""
3782,{
3783,"""            """"hr_value"""" = 116;"""
3784,offset = 5;
3785,"""        },"""
3786,{
3787,"""            """"hr_value"""" = 106;"""
3788,offset = 5;
3789,"""        },"""
3790,{
3791,"""            """"hr_value"""" = 143;"""
3792,offset = 6;
3793,"""        },"""
3794,{
3795,"""            """"hr_value"""" = 124;"""
3796,offset = 5;
3797,"""        },"""
3798,{
3799,"""            """"hr_value"""" = 94;"""
3800,offset = 6;
3801,"""        },"""
3802,{
3803,"""            """"hr_value"""" = 109;"""
3804,offset = 5;
3805,"""        },"""
3806,{
3807,"""            """"hr_value"""" = 123;"""
3808,offset = 5;
3809,"""        },"""
3810,{
3811,"""            """"hr_value"""" = 97;"""
3812,offset = 6;
3813,"""        },"""
3814,{
3815,"""            """"hr_value"""" = 123;"""
3816,offset = 5;
3817,"""        },"""
3818,{
3819,"""            """"hr_value"""" = 120;"""
3820,offset = 5;
3821,"""        },"""
3822,{
3823,"""            """"hr_value"""" = 115;"""
3824,offset = 6;
3825,"""        },"""
3826,{
3827,"""            """"hr_value"""" = 153;"""
3828,offset = 5;
3829,"""        },"""
3830,{
3831,"""            """"hr_value"""" = 107;"""
3832,offset = 5;
3833,"""        },"""
3834,{
3835,"""            """"hr_value"""" = 123;"""
3836,offset = 6;
3837,"""        },"""
3838,{
3839,"""            """"hr_value"""" = 132;"""
3840,offset = 5;
3841,"""        },"""
3842,{
3843,"""            """"hr_value"""" = 120;"""
3844,offset = 6;
3845,"""        },"""
3846,{
3847,"""            """"hr_value"""" = 105;"""
3848,offset = 5;
3849,"""        },"""
3850,{
3851,"""            """"hr_value"""" = 132;"""
3852,offset = 5;
3853,"""        },"""
3854,{
3855,"""            """"hr_value"""" = 115;"""
3856,offset = 6;
3857,"""        },"""
3858,{
3859,"""            """"hr_value"""" = 111;"""
3860,offset = 5;
3861,"""        },"""
3862,{
3863,"""            """"hr_value"""" = 112;"""
3864,offset = 5;
3865,"""        },"""
3866,{
3867,"""            """"hr_value"""" = 125;"""
3868,offset = 6;
3869,"""        },"""
3870,{
3871,"""            """"hr_value"""" = 117;"""
3872,offset = 5;
3873,"""        },"""
3874,{
3875,"""            """"hr_value"""" = 143;"""
3876,offset = 5;
3877,"""        },"""
3878,{
3879,"""            """"hr_value"""" = 94;"""
3880,offset = 6;
3881,"""        },"""
3882,{
3883,"""            """"hr_value"""" = 121;"""
3884,offset = 5;
3885,"""        },"""
3886,{
3887,"""            """"hr_value"""" = 134;"""
3888,offset = 5;
3889,"""        },"""
3890,{
3891,"""            """"hr_value"""" = 108;"""
3892,offset = 6;
3893,"""        },"""
3894,{
3895,"""            """"hr_value"""" = 95;"""
3896,offset = 5;
3897,"""        },"""
3898,{
3899,"""            """"hr_value"""" = 124;"""
3900,offset = 5;
3901,"""        },"""
3902,{
3903,"""            """"hr_value"""" = 133;"""
3904,offset = 6;
3905,"""        },"""
3906,{
3907,"""            """"hr_value"""" = 133;"""
3908,offset = 5;
3909,"""        },"""
3910,{
3911,"""            """"hr_value"""" = 106;"""
3912,offset = 5;
3913,"""        },"""
3914,{
3915,"""            """"hr_value"""" = 110;"""
3916,offset = 6;
3917,"""        },"""
3918,{
3919,"""            """"hr_value"""" = 129;"""
3920,offset = 5;
3921,"""        },"""
3922,{
3923,"""            """"hr_value"""" = 120;"""
3924,offset = 5;
3925,"""        },"""
3926,{
3927,"""            """"hr_value"""" = 101;"""
3928,offset = 6;
3929,"""        },"""
3930,{
3931,"""            """"hr_value"""" = 113;"""
3932,offset = 5;
3933,"""        },"""
3934,{
3935,"""            """"hr_value"""" = 115;"""
3936,offset = 5;
3937,"""        },"""
3938,{
3939,"""            """"hr_value"""" = 127;"""
3940,offset = 6;
3941,"""        },"""
3942,{
3943,"""            """"hr_value"""" = 132;"""
3944,offset = 5;
3945,"""        },"""
3946,{
3947,"""            """"hr_value"""" = 115;"""
3948,offset = 5;
3949,"""        },"""
3950,{
3951,"""            """"hr_value"""" = 110;"""
3952,offset = 6;
3953,"""        },"""
3954,{
3955,"""            """"hr_value"""" = 107;"""
3956,offset = 5;
3957,"""        },"""
3958,{
3959,"""            """"hr_value"""" = 120;"""
3960,offset = 5;
3961,"""        },"""
3962,{
3963,"""            """"hr_value"""" = 134;"""
3964,offset = 6;
3965,"""        },"""
3966,{
3967,"""            """"hr_value"""" = 138;"""
3968,offset = 5;
3969,"""        },"""
3970,{
3971,"""            """"hr_value"""" = 110;"""
3972,offset = 5;
3973,"""        },"""
3974,{
3975,"""            """"hr_value"""" = 129;"""
3976,offset = 6;
3977,"""        },"""
3978,{
3979,"""            """"hr_value"""" = 137;"""
3980,offset = 5;
3981,"""        },"""
3982,{
3983,"""            """"hr_value"""" = 115;"""
3984,offset = 6;
3985,"""        },"""
3986,{
3987,"""            """"hr_value"""" = 134;"""
3988,offset = 5;
3989,"""        },"""
3990,{
3991,"""            """"hr_value"""" = 118;"""
3992,offset = 5;
3993,"""        },"""
3994,{
3995,"""            """"hr_value"""" = 134;"""
3996,offset = 6;
3997,"""        },"""
3998,{
3999,"""            """"hr_value"""" = 115;"""
4000,offset = 5;
4001,"""        },"""
4002,{
4003,"""            """"hr_value"""" = 124;"""
4004,offset = 5;
4005,"""        },"""
4006,{
4007,"""            """"hr_value"""" = 129;"""
4008,offset = 6;
4009,"""        },"""
4010,{
4011,"""            """"hr_value"""" = 111;"""
4012,offset = 5;
4013,"""        },"""
4014,{
4015,"""            """"hr_value"""" = 127;"""
4016,offset = 5;
4017,"""        },"""
4018,{
4019,"""            """"hr_value"""" = 146;"""
4020,offset = 6;
4021,"""        },"""
4022,{
4023,"""            """"hr_value"""" = 149;"""
4024,offset = 5;
4025,"""        },"""
4026,{
4027,"""            """"hr_value"""" = 134;"""
4028,offset = 6;
4029,"""        },"""
4030,{
4031,"""            """"hr_value"""" = 132;"""
4032,offset = 5;
4033,"""        },"""
4034,{
4035,"""            """"hr_value"""" = 86;"""
4036,offset = 5;
4037,"""        },"""
4038,{
4039,"""            """"hr_value"""" = 113;"""
4040,offset = 6;
4041,"""        },"""
4042,{
4043,"""            """"hr_value"""" = 111;"""
4044,offset = 5;
4045,"""        },"""
4046,{
4047,"""            """"hr_value"""" = 114;"""
4048,offset = 5;
4049,"""        },"""
4050,{
4051,"""            """"hr_value"""" = 117;"""
4052,offset = 6;
4053,"""        },"""
4054,{
4055,"""            """"hr_value"""" = 120;"""
4056,offset = 5;
4057,"""        },"""
4058,{
4059,"""            """"hr_value"""" = 115;"""
4060,offset = 5;
4061,"""        },"""
4062,{
4063,"""            """"hr_value"""" = 90;"""
4064,offset = 6;
4065,"""        },"""
4066,{
4067,"""            """"hr_value"""" = 153;"""
4068,offset = 5;
4069,"""        },"""
4070,{
4071,"""            """"hr_value"""" = 108;"""
4072,offset = 5;
4073,"""        },"""
4074,{
4075,"""            """"hr_value"""" = 113;"""
4076,offset = 6;
4077,"""        },"""
4078,{
4079,"""            """"hr_value"""" = 107;"""
4080,offset = 5;
4081,"""        },"""
4082,{
4083,"""            """"hr_value"""" = 127;"""
4084,offset = 6;
4085,"""        },"""
4086,{
4087,"""            """"hr_value"""" = 110;"""
4088,offset = 5;
4089,"""        },"""
4090,{
4091,"""            """"hr_value"""" = 126;"""
4092,offset = 5;
4093,"""        },"""
4094,{
4095,"""            """"hr_value"""" = 118;"""
4096,offset = 6;
4097,"""        },"""
4098,{
4099,"""            """"hr_value"""" = 91;"""
4100,offset = 5;
4101,"""        },"""
4102,{
4103,"""            """"hr_value"""" = 97;"""
4104,offset = 6;
4105,"""        },"""
4106,{
4107,"""            """"hr_value"""" = 122;"""
4108,offset = 5;
4109,"""        },"""
4110,{
4111,"""            """"hr_value"""" = 129;"""
4112,offset = 5;
4113,"""        },"""
4114,{
4115,"""            """"hr_value"""" = 136;"""
4116,offset = 6;
4117,"""        },"""
4118,{
4119,"""            """"hr_value"""" = 148;"""
4120,offset = 5;
4121,"""        },"""
4122,{
4123,"""            """"hr_value"""" = 116;"""
4124,offset = 5;
4125,"""        },"""
4126,{
4127,"""            """"hr_value"""" = 128;"""
4128,offset = 6;
4129,"""        },"""
4130,{
4131,"""            """"hr_value"""" = 113;"""
4132,offset = 5;
4133,"""        },"""
4134,{
4135,"""            """"hr_value"""" = 148;"""
4136,offset = 5;
4137,"""        },"""
4138,{
4139,"""            """"hr_value"""" = 117;"""
4140,offset = 6;
4141,"""        },"""
4142,{
4143,"""            """"hr_value"""" = 129;"""
4144,offset = 5;
4145,"""        },"""
4146,{
4147,"""            """"hr_value"""" = 130;"""
4148,offset = 6;
4149,"""        },"""
4150,{
4151,"""            """"hr_value"""" = 117;"""
4152,offset = 5;
4153,"""        },"""
4154,{
4155,"""            """"hr_value"""" = 122;"""
4156,offset = 5;
4157,"""        },"""
4158,{
4159,"""            """"hr_value"""" = 122;"""
4160,offset = 6;
4161,"""        },"""
4162,{
4163,"""            """"hr_value"""" = 111;"""
4164,offset = 5;
4165,"""        },"""
4166,{
4167,"""            """"hr_value"""" = 121;"""
4168,offset = 5;
4169,"""        },"""
4170,{
4171,"""            """"hr_value"""" = 118;"""
4172,offset = 6;
4173,"""        },"""
4174,{
4175,"""            """"hr_value"""" = 127;"""
4176,offset = 5;
4177,"""        },"""
4178,{
4179,"""            """"hr_value"""" = 100;"""
4180,offset = 6;
4181,"""        },"""
4182,{
4183,"""            """"hr_value"""" = 122;"""
4184,offset = 5;
4185,"""        },"""
4186,{
4187,"""            """"hr_value"""" = 110;"""
4188,offset = 5;
4189,"""        },"""
4190,{
4191,"""            """"hr_value"""" = 106;"""
4192,offset = 6;
4193,"""        },"""
4194,{
4195,"""            """"hr_value"""" = 139;"""
4196,offset = 5;
4197,"""        },"""
4198,{
4199,"""            """"hr_value"""" = 131;"""
4200,offset = 5;
4201,"""        },"""
4202,{
4203,"""            """"hr_value"""" = 107;"""
4204,offset = 6;
4205,"""        },"""
4206,{
4207,"""            """"hr_value"""" = 108;"""
4208,offset = 5;
4209,"""        },"""
4210,{
4211,"""            """"hr_value"""" = 126;"""
4212,offset = 5;
4213,"""        },"""
4214,{
4215,"""            """"hr_value"""" = 148;"""
4216,offset = 6;
4217,"""        },"""
4218,{
4219,"""            """"hr_value"""" = 127;"""
4220,offset = 5;
4221,"""        },"""
4222,{
4223,"""            """"hr_value"""" = 107;"""
4224,offset = 6;
4225,"""        },"""
4226,{
4227,"""            """"hr_value"""" = 120;"""
4228,offset = 5;
4229,"""        },"""
4230,{
4231,"""            """"hr_value"""" = 143;"""
4232,offset = 5;
4233,"""        },"""
4234,{
4235,"""            """"hr_value"""" = 120;"""
4236,offset = 6;
4237,"""        },"""
4238,{
4239,"""            """"hr_value"""" = 78;"""
4240,offset = 14;
4241,"""        },"""
4242,{
4243,"""            """"hr_value"""" = 115;"""
4244,offset = 62;
4245,"""        },"""
4246,{
4247,"""            """"hr_value"""" = 107;"""
4248,offset = 5;
4249,"""        },"""
4250,{
4251,"""            """"hr_value"""" = 127;"""
4252,offset = 9;
4253,}
4254,);
4255,"""    """"offset_type"""" = minute;"""
4256,"""    type = """"heart_rate"""";"""
4257,}
4258,"""2021-12-29 12:22:35.788 receive data log :{length = 5,bytes = 0807020000}"""
4259,"""2021-12-29 12:22:35.811 write data log :{length = 3,bytes = 080200}"""
4260,"""2021-12-29 12:22:36.085 receive data log :{length = 2,bytes = 0802}"""
4261,2021-12-29 12:22:36.086 sync health log :sync health complete error code : SUCCESS
4262,2021-12-29 12:22:36.599 sync complete error code :sync global complete
4263,"""2021-12-29 12:22:37.527 write data log :{length = 18,bytes = 0a01020303ff5801010804fe0703ff080300}"""
4264,"""2021-12-29 12:22:37.600 write data log :{length = 2,bytes = 02a0}"""
4265,"""2021-12-29 12:22:38.004 receive data log :{length = 2,bytes = 0a01}"""
4266,"""2021-12-29 12:22:38.307 receive data log :{length = 19,bytes = 02a00b160000de000000360f0000440b000000}"""
4267,"""2021-12-29 12:22:41.799 write data log :{length = 2,bytes = 02a0}"""
4268,"""2021-12-29 12:22:42.567 receive data log :{length = 19,bytes = 02a00b160000de000000360f0000440b000000}"""
4269,"""2021-12-29 12:22:45.186 write data log :{length = 2,bytes = 02a0}"""
4270,"""2021-12-29 12:22:46.031 receive data log :{length = 19,bytes = 02a00b160000de000000360f0000440b000000}"""
4271,"""2021-12-29 12:23:22.927 write data log :{length = 2,bytes = 02a0}"""
4272,"""2021-12-29 12:23:23.191 receive data log :{length = 19,bytes = 02a00b160000de000000360f0000440b000000}"""
4273,"""2021-12-29 12:23:23.537 write data log :{length = 2,bytes = 02a0}"""
4274,"""2021-12-29 12:23:24.303 receive data log :{length = 19,bytes = 02a00b160000de000000360f0000440b000000}"""
4275,"""2021-12-29 12:23:27.890 write data log :{length = 2,bytes = 02a0}"""
4276,"""2021-12-29 12:23:28.555 receive data log :{length = 19,bytes = 02a00b160000de000000360f0000440b000000}"""
4277,2021-12-29 12:38:44.750 device connect process log :cancel current peripheral disconnect
